corpus	raw	zstd1	zstd3	zstd19	bz2	lzma	kransx	kransx19	kransx_dict	suite	k/z19	best_single	k_vs_best
json_logs	136000	95	98	91	234	216	120	120	110	0x21	1.319	91	0	seal_ms=1.43	z19_ms=0.09
text_rep	258000	110	110	103	280	252	132	132	141	0x21	1.282	103	0	seal_ms=2.30	z19_ms=0.10
code_py	194805	4270	4018	3716	6188	3852	3745	3745	3871	0x21	1.008	3716	0	seal_ms=12.22	z19_ms=2.20
runs_bin	100000	26	26	25	54	152	54	54	58	0x21	2.160	25	0	seal_ms=1.26	z19_ms=0.27
rand_200B	200	209	209	209	333	260	229	229	229	0x22	1.096	200	0	seal_ms=0.22	z19_ms=0.01
rand_100K	100000	100012	100012	100012	100791	100064	100029	100029	100029	0x22	1.000	100000	0	seal_ms=16.26	z19_ms=4.09
tiny_2B	2	11	11	11	37	60	31	31	31	0x22	2.818	2	0	seal_ms=0.21	z19_ms=0.00
empty	0	9	9	9	14	32	29	29	29	0x22	3.222	0	0	seal_ms=0.20	z19_ms=0.00
