# kransx=0.2.0 python=3.14.7 (main, Aug  5 2026, 10:29:49) [Clang 21.0.0 (clang-2100.1.1.101)] zstandard=0.25.0 ZSTD_VERSION=(1, 5, 7) cryptography=50.0.1 machine=arm64 corpus_sha256=30bbc402967a24d57db7915041d4da8ac49fc58f9d969a4edb4443c11def8d95
n	train	dict_size	raw_sum	b1_sum	lzma_sum	bz2_sum	s_kransx	s_base	ratio	gate	roundtrips	wrong_dict	seal_ms_100	open_ms_100
5000	500	16384	460958	449575	737628	582182	327980	594575	0.5516	0.85	ok	ok	125.23	1.89
